f1_d-1,f2_d-1,P1_d,P2_d,A1_mag,A2_mag
5.17418638619418,19.77115253177256,0.19326710044079795,0.050578740839360974,0.004347800048043842,-0.009810104329148164
5.696210699680443,27.06544174800394,0.17555530381909853,0.03694748488905596,0.004956005072348009,-0.005394556756150409
4.896767870485223,19.833555488708136,0.20421633747995277,0.05041960331163675,0.003666591264375668,-0.010133451094016381
5.345910775392995,19.81963155175119,0.1870588646190951,0.050455024725807464,0.00423372023814356,-0.009816756448883636
5.755583510650599,19.806519540232706,0.1737443298580446,0.0504884261956632,0.003882589438147836,-0.01003355621664212
4.808075564717058,19.994911991109483,0.20798342008978957,0.05001272325902904,0.0037516092772166966,-0.010165910181569763
5.660093067031983,27.19778504466985,0.1766755401646383,0.03676769995636014,0.004644967030667306,-0.005105637585908587
4.979797655087937,19.900599711427347,0.20081137212036806,0.05024974194248924,0.0040882164745470835,-0.009642508974875072
4.979442853958037,19.83624087824614,0.20082568056888622,0.05041277760932377,0.003554181700347693,-0.009924372777693369
5.138080930401656,19.87796737115399,0.19462519441511164,0.050306954495315,0.003767426466334493,-0.009656988548595412
5.331614725147638,19.915649335603057,0.1875604392949284,0.05021176980718914,0.00389952613751086,-0.010058401504873863
4.949978488487206,19.875012818087995,0.20202107995536286,0.050314432959253884,0.0036137298557917174,-0.00953386793303282
9.871873983184264,19.879859008149694,0.10129788950946889,0.05030216761547719,0.006509707687355064,-0.010123339704216236
5.279744377453187,19.738338763106196,0.18940310903505791,0.050662824871014187,0.0038896395560295816,-0.009536613058486259
4.968429512820913,19.90012340423463,0.20127084371822604,0.05025094466435348,0.00402632419383344,-0.010170006150851747
5.260034622900633,19.711958989714184,0.19011281706137373,0.05073062502422037,0.004081434167232564,0.010027412520678394
5.289986156066915,19.749446765385443,0.18903641153259582,0.050634329755134454,0.0038229121876384264,-0.009677311037294056
9.91110969504106,19.86430275303963,0.10089687540239227,0.05034156055877573,0.006290278229626811,-0.009446290896695537
5.55829781588976,19.85473716091673,0.1799111946001264,0.050365814057133966,0.004159324071900655,-0.009741145454052018
5.410862472873103,27.11166279502241,0.18481342022892183,0.03688449533916436,0.0047158997390220085,-0.004942190977484648
5.00993594257912,19.682796083484046,0.1996033505141383,0.050805789774914456,0.0036636445158000617,0.010146419400500335
5.28263344057168,19.853002365226182,0.18929952480136142,0.050370215124316144,0.0043958858930752045,-0.010199184785365278
9.759094079140972,19.84584943388601,0.10246852749758749,0.05038836978640679,0.006501109720202475,-0.009657559407018032
5.445220888519835,19.878470232901666,0.18364727904946904,0.0503056818901919,0.004268359279644598,-0.010780234110001612
4.921752570334277,19.8404034647356,0.20317965718704986,0.050402200831117336,0.004057599859459626,-0.009551164014279375
5.026474740705065,19.887052686584507,0.19894658813300428,0.05028397197713386,0.004032387685653523,-0.009790429983974079
5.140690367476444,19.933768633408448,0.19452640180912087,0.05016612856256531,0.003564431898178388,-0.009643223282472232
9.985751817652137,19.79839228836132,0.10014268512384492,0.050509151724802415,0.006133157843019777,-0.010281036726723397
5.037486559830558,19.96773781306506,0.19851169588701317,0.050080785783640024,0.004203385490799127,-0.009880962851312906
5.810650082721988,19.85447213175929,0.1720977835119529,0.05036648636960718,0.004249642633694069,-0.010213077072148203
5.586254381107935,19.81352782330941,0.17901082402940405,0.0504705678321233,0.00418581149670047,-0.010339479585544148
5.238303871846636,19.874794320568085,0.19090148728761597,0.050314986101019275,0.004179518463405873,-0.009691493311242525
4.4651400875878355,19.851668105774152,0.2239571391678825,0.05037360057964777,0.003429530231900261,-0.009814316810274193
5.525907519960997,19.888033294643773,0.18096575022070913,0.050281492653641076,0.004149528561666071,-0.009849399983656982
4.699972073213204,19.841379381751707,0.21276722168188023,0.05039972175118575,0.0037802395124653812,-0.009775923277312339
5.573588640690962,27.094004787866176,0.1794176184261832,0.036908534114079794,0.0045812879471317,-0.005287459290510215
5.068701342509308,19.79484545767058,0.19728919350867508,0.05051820192981078,0.003892641684758634,-0.009349759463185177
5.278021710427427,19.976607541360146,0.18946492736556356,0.05005854962758672,0.004093039978216866,-0.010017982233812634
5.222430750550472,20.02925484012054,0.19148171565407443,0.049926969724150845,0.004092691910416726,-0.010145035742214878
4.886134875739659,19.69319959249073,0.20466074421423353,0.050778950129633224,0.004003533962834196,0.009958959823698136
5.077769050410733,19.849445901801495,0.1969368811523855,0.050379240052703035,0.003662340269034082,-0.009464760943887486
5.313941211021524,19.871559621816825,0.1881842422204301,0.050323176390347744,0.0037869806302780525,-0.0096719925051444
5.0090141880819825,19.762599007582747,0.19964008135159889,0.05060063201283942,0.003946576650464584,-0.009848751376525876
4.2387900318778176,19.72411516398442,0.23591638002342666,0.05069935922022839,0.003166877028829551,0.009635153479086262
4.811331316774492,19.889995853626232,0.20784268098801356,0.0502765313456657,0.003358544496257708,-0.00985359872376945
4.627650404505207,19.865891770379925,0.21609238222197144,0.05033753387758819,0.003523308642451012,-0.009559082215343013
4.941074329505045,19.849070536493475,0.2023851359670138,0.050380192773331715,0.0040684770931227075,-0.00965932427821541
4.891376409415245,19.763754166689473,0.20444143249232136,0.05059767448865738,0.003924582713504246,-0.010356958856692033
5.140239187863458,19.84528384626859,0.1945434761792963,0.050389805847399105,0.004569977022600717,-0.009829352443070127
9.754152463714766,19.82717551025416,0.10252043975322081,0.05043582730595303,0.006089426995225602,-0.010028759537169018
5.52893563280767,19.66570844569695,0.18086663806794692,0.050849935193603965,0.0041317153114267665,0.01015095204587296
5.101693379006159,19.915219605561706,0.19601334806107185,0.05021285327532772,0.004185979199176343,-0.009643178785654346
5.018284314893367,19.860294219795538,0.19927129218888207,0.050351721325621684,0.004305127293849065,-0.009938840018675947
9.740740182891384,19.905657294271595,0.1026616028375747,0.05023697460559505,0.0061342214409955045,-0.009610231799839473
5.678340246191888,19.856428723520207,0.17610779851923072,0.05036152341007256,0.003867231369262867,-0.0099938449408531
5.681775653040679,19.831262294735023,0.17600131738127262,0.05042543359761263,0.003956508295371178,-0.009380387766286628
5.665412522226218,19.758891252378696,0.17650965328241466,0.050610127219542944,0.004061566886339312,-0.009785334019459122
4.990717542949574,19.901488655342604,0.20037198887617028,0.050247497426859446,0.003762482250391839,-0.009805976463525663
4.922826043465793,19.965782146814224,0.20313535176148026,0.050085691241480455,0.003765137100709882,-0.009579643496761363
5.904636715843647,27.182205765947906,0.16935842933685402,0.03678877308966349,0.004534472053356269,-0.005304510169589311
5.515192549720301,27.156878367206897,0.18131733225718732,0.03682308351049446,0.00486595208755798,-0.004599028611746207
5.772490630986945,19.833637331320464,0.17323544790734915,0.05041939525741157,0.004214975138288867,-0.009504747013949263
5.290062312005044,19.839969285439526,0.18903369015722976,0.05040330383645785,0.0038286348471148713,-0.009760615254634019
4.9016426074935175,19.817623224498735,0.20401324210606933,0.050460137861728566,0.003521368235633375,-0.010037165585973793
5.1139191686820045,19.8848002687902,0.19554474113006504,0.05028966781072126,0.0038585806898483854,-0.00988452885051038
4.89738015505379,19.855902948294535,0.20419080576541776,0.05036285696017124,0.003961066921482226,-0.009534800686757428
5.324228801459995,19.857082406554987,0.187820628543571,0.05035986553945567,0.004072510156156586,-0.009569297756848005
4.878455644567348,19.78697449429864,0.2049829029630721,0.05053829731716372,0.0034011495372308896,-0.010306787033519949
5.161127334889874,19.951086976679644,0.193756118598329,0.05012258235197293,0.0037964456636111394,-0.010384344864067486
5.5817332593913305,19.690435780333075,0.17915582015989182,0.05078607762448843,0.004105932627860454,0.010133869386847119
5.2482364505537085,20.0201516098428,0.19054019562980937,0.04994967168522118,0.00413071608832419,-0.010407081238125962
