A1_mag,phi1_rad,A2_mag,phi2_rad,m0_mag,f1_d-1,f2_d-1,P1_d,P2_d
0.19061284321257563,0.8107836360531678,1.4594775090018275,0.3458496710359797,-5.010715862267068e-06,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19060814178872468,0.8103407426873774,1.4593230809260755,0.3461123155154555,0.0003095506616684286,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19016171150218644,0.8095883115945515,1.4598892085435615,0.3460146257589172,0.0008147702140180385,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19063518410906694,0.8110700814794144,1.4593212397255693,0.346516111850136,9.337953862591163e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19073642737724927,0.8137439626423472,1.459175133108308,0.34628359545718734,0.00021184035768088093,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19075598259355206,0.8096091522813273,1.4595582707990622,0.3459194946193955,-0.00020780765849928902,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19105786385833873,0.8088911082112822,1.4587892266098936,0.3463028406609562,0.00036630754593221845,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19072087884368938,0.8110757872679459,1.4588701836233797,0.34597622178730664,0.0002492960992739406,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19033849665180627,0.8106269678519783,1.4595297638743565,0.3460673846585111,7.170555801305259e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19066466183447067,0.8105299182625342,1.4590935678863604,0.34616718789009204,-0.00014001588964852212,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19076011139259755,0.8084857913656995,1.459384069281861,0.3460722677537373,6.062992918850592e-06,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19081854586356264,0.8098084018624421,1.4593731841423043,0.34625408193224133,2.9985027250044108e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19026563296676832,0.8105139507591711,1.4596859995806637,0.34614940293441493,-9.308020557273685e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19041100677928305,0.8114884064835078,1.4590693370988919,0.3464192614849211,8.400486339473456e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.1912188084565342,0.8092516446298582,1.4592131427476474,0.3460694146857149,1.716810050582376e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19052002310937044,0.8136081118298863,1.4593878545786754,0.34607187132769063,6.806629861250822e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.1905663473730527,0.807821377062983,1.4595422213814018,0.34590385857823747,0.00024638833547730967,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19046805901111946,0.8113695605455661,1.4593750592724242,0.3463109505703911,-0.00020376911082051145,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19038149712391966,0.8111416505422461,1.4591539171726076,0.3464036591287008,7.661914744732841e-05,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19045069232148049,0.8111004866036873,1.4593643892979358,0.3462292299393519,0.000155700523755625,5.8346,19.7266,0.1713913550200528,0.05069297294009104
0.19023766163352177,0.8125175653325541,1.4590135507686477,0.34646261980808024,0.00010567808064364569,5.8346,19.7266,0.1713913550200528,0.05069297294009104
