f1_d-1,P1_d,A1_mag,phi1_rad,f2_d-1,P2_d,A2_mag,phi2_rad,m0_mag
5.839460119727979,0.1712487078422899,0.1907191807723061,0.8066786572158617,19.72700881620296,0.050691922395180396,1.4591163122255717,0.34651483522289317,-2.190011248086899e-05
5.847783192380547,0.1710049718161515,0.1902658801517008,0.7999860585572843,19.72579809491442,0.05069503374151506,1.4594554459157523,0.34739175190805655,-0.000871265520915916
5.854063960216927,0.17082150225822681,0.19040026044672456,0.7956078256051773,19.72712067981847,0.05069163494412212,1.4597981656673051,0.3463134336911153,-0.0010336719784955332
5.846394951977331,0.17104557735391898,0.19123132391990946,0.8031989543188608,19.726167904806545,0.050694083352922116,1.4593452157476816,0.34658811356507374,-0.0005297603414670072
5.849116841277389,0.17096598121326126,0.19123026864006137,0.8020732119056602,19.727866097881524,0.0506897195590447,1.4593462630141505,0.34590266935266095,-8.219442176991331e-05
5.851740351822239,0.17088933204095405,0.19050923753391813,0.7979561710639098,19.727402813927576,0.05069090997087557,1.4592390656534822,0.34591802622804346,-0.0005090642360855557
5.841631164181211,0.17118506319461618,0.19023356843685033,0.804375792015619,19.72654648530637,0.05069311046132002,1.4590625018573764,0.34682374393859217,-0.00016199915554476423
5.8436025791652915,0.171127311697306,0.1905011308003783,0.8015747623860431,19.726935368234223,0.0506921111329981,1.4593054449732603,0.3462284582618376,-2.777961785011441e-05
5.854708092017342,0.1708027085694434,0.1906916408281191,0.7966010228271928,19.726222014753567,0.050693944296687096,1.4596772554919148,0.34670815058060533,-0.0007624576256795548
5.8323390682770935,0.17145779562768215,0.19114843781037608,0.8088086502628014,19.726316442879273,0.05069370162927585,1.4595238427823207,0.34667334916927983,-0.0003662758268884242
5.8543796509180694,0.1708122909048412,0.19063845000632745,0.7946935715521224,19.72730942479326,0.0506911499417757,1.459000500712566,0.3457890124746595,-0.0010353372965174472
5.848969413387203,0.17097029054574742,0.19113651926091604,0.8002032574380294,19.727177966012412,0.05069148773954802,1.4589813055409997,0.34606846119943946,-0.000522678018623648
5.848658540621242,0.1709793781009107,0.19066418775702304,0.8029676151847067,19.725642498367463,0.050695433625686064,1.4592532265396612,0.3472516621983729,-0.0005278880156906469
5.840544085691663,0.17121692522616677,0.19072995278647942,0.8052590580571088,19.726713654955283,0.050692680873826314,1.4590394133624218,0.34628937082627403,-0.000418462064934875
5.856236648148168,0.1707581267768978,0.1909231925146236,0.7953901800469445,19.726897506245162,0.05069220842676447,1.459931053137231,0.3464153035149242,-0.0004630403233258069
