2.445159647230000049e+07 5.940000000000000391e+00 -2.725000000000000000e+01
2.445171583599999920e+07 3.330000000000000071e+00 -2.585000000000000142e+01
2.445175486560000107e+07 -2.728999999999999915e+01 7.620000000000000107e+00
2.445177682649999857e+07 -2.246999999999999886e+01 1.120000000000000107e+00
2.445179675279999897e+07 -3.430000000000000160e+00 -1.599000000000000021e+01
2.445185770989999920e+07 -2.064000000000000057e+01 -2.209999999999999964e+00
2.445187858480000123e+07 -2.862000000000000099e+01 8.050000000000000711e+00
2.445189960520000011e+07 -1.617999999999999972e+01 -2.830000000000000071e+00
2.445192751500000060e+07 6.490000000000000213e+00 -2.714999999999999858e+01
2.445194848510000110e+07 2.029999999999999805e+00 -2.551000000000000156e+01
2.445196546689999849e+07 -1.350999999999999979e+01 -8.349999999999999645e+00
2.445208081650000066e+07 -1.047000000000000064e+01 -1.050000000000000000e+01
2.445211486109999940e+07 -2.823000000000000043e+01 6.309999999999999609e+00
2.445212979050000012e+07 -1.685999999999999943e+01 -1.580000000000000071e+00
2.445214676850000024e+07 -1.229999999999999982e+00 -1.951999999999999957e+01
2.445216573640000075e+07 7.780000000000000249e+00 -2.926999999999999957e+01
2.445219265579999983e+07 -8.310000000000000497e+00 -1.491000000000000014e+01
2.445220765969999880e+07 -2.171000000000000085e+01 1.780000000000000027e+00
2.445222963769999892e+07 -2.753000000000000114e+01 7.919999999999999929e+00
2.445225552769999951e+07 -7.950000000000000178e+00 -1.452999999999999936e+01
2.445230051069999859e+07 -9.499999999999999556e-01 -2.110000000000000142e+01
2.445246084050000086e+07 -2.787000000000000099e+01 7.799999999999999822e+00
2.445249483359999955e+07 -1.229999999999999982e+00 -2.069999999999999929e+01
2.445251374709999934e+07 7.480000000000000426e+00 -2.969000000000000128e+01
2.445253180119999871e+07 -6.899999999999999467e-01 -2.114000000000000057e+01
2.445255463670000061e+07 -2.137000000000000099e+01 1.199999999999999956e+00
2.445257357070000097e+07 -2.794000000000000128e+01 8.550000000000000711e+00
2.445260367529999837e+07 -7.459999999999999964e+00 -1.438000000000000078e+01
2.445262757270000130e+07 7.490000000000000213e+00 -2.966000000000000014e+01
2.445265050439999998e+07 -3.370000000000000107e+00 -1.898999999999999844e+01
2.445268046510000154e+07 -2.773999999999999844e+01 6.839999999999999858e+00
2.445281182189999893e+07 -2.644000000000000128e+01 6.049999999999999822e+00
2.445285080939999968e+07 5.309999999999999609e+00 -2.621999999999999886e+01
2.445285183300000057e+07 6.030000000000000249e+00 -2.664999999999999858e+01
2.445286775360000134e+07 6.049999999999999822e+00 -2.814999999999999858e+01
2.445287085700000077e+07 4.709999999999999964e+00 -2.703000000000000114e+01
2.445289569489999861e+07 -1.610000000000000142e+01 -3.879999999999999893e+00
2.445291368490000069e+07 -2.857999999999999829e+01 7.190000000000000391e+00
2.445291860449999943e+07 -2.855000000000000071e+01 8.560000000000000497e+00
2.445291977719999850e+07 -2.850000000000000000e+01 8.349999999999999645e+00
2.445292674890000001e+07 -2.635000000000000142e+01 6.919999999999999929e+00
2.445296653889999911e+07 4.450000000000000178e+00 -2.696000000000000085e+01
2.445297857009999827e+07 7.250000000000000000e+00 -2.980000000000000071e+01
2.445302548690000176e+07 -2.635000000000000142e+01 6.309999999999999609e+00
2.445303553790000081e+07 -2.857000000000000028e+01 8.119999999999999218e+00
2.445303646350000054e+07 -2.855000000000000071e+01 7.950000000000000178e+00
2.445304444489999861e+07 -2.598000000000000043e+01 5.240000000000000213e+00
2.445319878920000046e+07 5.120000000000000107e+00 -2.764000000000000057e+01
2.445320284690000117e+07 7.599999999999999645e+00 -2.810999999999999943e+01
2.445320784270000085e+07 7.469999999999999751e+00 -2.950000000000000000e+01
2.445325480640000105e+07 -2.576999999999999957e+01 5.160000000000000142e+00
2.445325677650000155e+07 -2.612999999999999901e+01 6.809999999999999609e+00
2.445325973999999836e+07 -2.630999999999999872e+01 8.900000000000000355e+00
2.445326272140000015e+07 -2.771999999999999886e+01 8.679999999999999716e+00
2.445331365920000151e+07 4.870000000000000107e+00 -2.669000000000000128e+01
2.445332959120000154e+07 6.790000000000000036e+00 -2.826999999999999957e+01
2.445337060960000008e+07 -2.605000000000000071e+01 4.610000000000000320e+00
2.445338657719999924e+07 -2.796999999999999886e+01 7.360000000000000320e+00
